date,death,deathIncrease,hospitalized,hospitalizedIncrease,positive,positiveIncrease,negative,negativeIncrease,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-21,12.0,2,158.0,158,528.0,142,6579.0,4709,-39.0,-3.0,-33.0,-42.0,-26.0,11.0
2020-03-22,13.0,1,185.0,27,731.0,203,7990.0,1411,-43.0,-12.0,-33.0,-49.0,-33.0,11.0
2020-03-23,14.0,1,217.0,32,1029.0,298,11063.0,3073,-37.0,-12.0,-33.0,-46.0,-36.0,15.0
2020-03-24,18.0,4,259.0,42,1205.0,176,13127.0,2064,-38.0,-12.0,-33.0,-46.0,-39.0,16.0
2020-03-25,22.0,4,316.0,57,1488.0,283,15374.0,2247,-38.0,-13.0,-33.0,-48.0,-40.0,17.0
2020-03-26,28.0,6,406.0,90,1985.0,497,23741.0,8367,-40.0,-14.0,-34.0,-51.0,-42.0,18.0
2020-03-27,34.0,6,456.0,50,2520.0,535,28186.0,4445,-44.0,-17.0,-38.0,-55.0,-43.0,20.0
2020-03-28,54.0,20,526.0,70,3179.0,659,35366.0,7180,-49.0,-23.0,-48.0,-59.0,-36.0,14.0
2020-03-29,56.0,2,594.0,68,3884.0,705,39070.0,3704,-50.0,-26.0,-48.0,-63.0,-41.0,13.0
2020-03-30,63.0,7,652.0,58,4760.0,876,48225.0,9155,-42.0,-22.0,-42.0,-55.0,-43.0,17.0
2020-03-31,77.0,14,823.0,171,5612.0,852,54285.0,6060,-42.0,-20.0,-46.0,-52.0,-45.0,19.0
2020-04-01,87.0,10,949.0,126,6516.0,904,59529.0,5244,-37.0,-11.0,-41.0,-53.0,-45.0,18.0
2020-04-02,128.0,41,1123.0,174,7548.0,1032,69286.0,9757,-39.0,-11.0,-42.0,-55.0,-46.0,19.0
2020-04-03,163.0,35,1287.0,164,8816.0,1268,82137.0,12851,-47.0,-19.0,-49.0,-59.0,-48.0,22.0
2020-04-04,191.0,28,1462.0,175,10097.0,1281,90956.0,8819,-53.0,-25.0,-57.0,-64.0,-40.0,16.0
2020-04-05,218.0,27,1572.0,110,11245.0,1148,101253.0,10297,-57.0,-33.0,-70.0,-70.0,-45.0,15.0
2020-04-06,236.0,18,1682.0,110,12008.0,763,109950.0,8697,-47.0,-25.0,-50.0,-59.0,-48.0,19.0
2020-04-07,296.0,60,1999.0,317,13167.0,1159,123415.0,13465,-46.0,-23.0,-46.0,-56.0,-49.0,20.0
2020-04-08,309.0,13,2062.0,63,14173.0,1006,127679.0,4264,-46.0,-23.0,-45.0,-57.0,-49.0,20.0
2020-04-09,354.0,45,2268.0,206,15219.0,1046,136185.0,8506,-46.0,-21.0,-46.0,-58.0,-50.0,21.0
2020-04-10,390.0,36,2487.0,219,16252.0,1033,145299.0,9114,-47.0,-20.0,-48.0,-61.0,-53.0,23.0
2020-04-11,438.0,48,2661.0,174,17340.0,1088,154439.0,9140,-49.0,-20.0,-54.0,-65.0,-40.0,15.0
2020-04-12,465.0,27,2772.0,111,18404.0,1064,163398.0,8959,-66.0,-49.0,-63.0,-69.0,-50.0,15.0
2020-04-13,483.0,18,2833.0,61,19213.0,809,175606.0,12208,-47.0,-24.0,-53.0,-59.0,-47.0,19.0
2020-04-14,537.0,54,3060.0,227,20135.0,922,181813.0,6207,-46.0,-23.0,-52.0,-56.0,-48.0,20.0
2020-04-15,609.0,72,3344.0,284,20727.0,592,190998.0,9185,-42.0,-21.0,-53.0,-56.0,-47.0,20.0
2020-04-16,646.0,37,3460.0,116,21624.0,897,196351.0,5353,-44.0,-22.0,-56.0,-57.0,-48.0,21.0
2020-04-17,699.0,53,3665.0,205,22823.0,1199,210718.0,14367,-44.0,-21.0,-47.0,-58.0,-47.0,21.0
2020-04-18,754.0,55,3842.0,177,23906.0,1083,221258.0,10540,-49.0,-25.0,-60.0,-62.0,-38.0,15.0
2020-04-19,781.0,27,3930.0,88,24647.0,741,230083.0,8825,-48.0,-23.0,-52.0,-64.0,-40.0,13.0
2020-04-20,806.0,25,4010.0,80,25360.0,713,239565.0,9482,-44.0,-25.0,-54.0,-58.0,-46.0,19.0
2020-04-21,856.0,50,4235.0,225,26106.0,746,249564.0,9999,-41.0,-20.0,-43.0,-53.0,-46.0,19.0
2020-04-22,910.0,54,4469.0,234,26965.0,859,260318.0,10754,-41.0,-20.0,-40.0,-54.0,-46.0,19.0
2020-04-23,979.0,69,4693.0,224,27662.0,697,267876.0,7558,-43.0,-21.0,-47.0,-55.0,-47.0,20.0
2020-04-24,1031.0,52,4888.0,195,28876.0,1214,286785.0,18909,-47.0,-25.0,-60.0,-60.0,-47.0,23.0
2020-04-25,1075.0,44,5045.0,157,29610.0,734,302260.0,15475,-45.0,-19.0,-52.0,-59.0,-36.0,13.0
2020-04-26,1094.0,19,5155.0,110,30405.0,795,313085.0,10825,-47.0,-23.0,-52.0,-63.0,-40.0,12.0
2020-04-27,1101.0,7,5211.0,56,30924.0,519,324325.0,11240,-38.0,-19.0,-39.0,-54.0,-44.0,17.0
2020-04-28,1154.0,53,5266.0,55,31672.0,748,334029.0,9704,-38.0,-17.0,-39.0,-50.0,-45.0,13.0
2020-04-29,1240.0,86,5624.0,358,32015.0,343,340295.0,6266,-38.0,-18.0,-36.0,-51.0,-45.0,18.0
2020-04-30,1290.0,50,5795.0,171,32529.0,514,348715.0,8420,-40.0,-19.0,-47.0,-53.0,-46.0,19.0
2020-05-01,1314.0,24,5795.0,0,33506.0,977,367971.0,19256,-36.0,-13.0,-27.0,-51.0,-43.0,18.0
2020-05-02,1388.0,74,5945.0,150,34209.0,703,380549.0,12578,-40.0,-14.0,-31.0,-53.0,-32.0,11.0
2020-05-03,1403.0,15,6244.0,299,34841.0,632,392111.0,11562,-40.0,-14.0,-30.0,-58.0,-35.0,10.0
2020-05-04,1423.0,20,6329.0,85,35609.0,768,407373.0,15262,-32.0,-15.0,-30.0,-50.0,-41.0,15.0
2020-05-05,1536.0,113,6546.0,217,36183.0,574,428252.0,20879,-31.0,-10.0,-29.0,-48.0,-41.0,16.0
2020-05-06,1605.0,69,6776.0,230,36764.0,581,442049.0,13797,-33.0,-14.0,-26.0,-49.0,-41.0,16.0
2020-05-07,1667.0,62,6990.0,214,37389.0,625,454122.0,12073,-33.0,-12.0,-23.0,-48.0,-41.0,16.0
2020-05-08,1738.0,71,7157.0,167,37733.0,344,474142.0,20020,-33.0,-9.0,-20.0,-48.0,-40.0,17.0
2020-05-09,1785.0,47,7325.0,168,38498.0,765,487730.0,13588,-33.0,-3.0,-26.0,-49.0,-28.0,9.0
2020-05-10,1791.0,6,7404.0,79,39179.0,681,498352.0,10622,-35.0,-10.0,-51.0,-56.0,-31.0,9.0
2020-05-11,1805.0,14,7458.0,54,39562.0,383,520075.0,21723,-31.0,-16.0,-28.0,-48.0,-39.0,14.0
2020-05-12,1849.0,44,7654.0,196,40168.0,606,537681.0,17606,-30.0,-12.0,-24.0,-45.0,-39.0,15.0
2020-05-13,1898.0,49,7835.0,181,40967.0,799,552361.0,14680,-29.0,-13.0,-21.0,-47.0,-39.0,15.0
2020-05-14,1948.0,50,7993.0,158,41759.0,792,565627.0,13266,-31.0,-13.0,-29.0,-48.0,-39.0,13.0
2020-05-15,1991.0,43,7993.0,0,42545.0,786,565627.0,0,-33.0,-14.0,-34.0,-50.0,-39.0,17.0
2020-05-16,2040.0,49,8393.0,400,43025.0,480,585236.0,19609,-32.0,-12.0,-28.0,-50.0,-26.0,9.0
2020-05-17,2049.0,9,8478.0,85,44161.0,1136,606204.0,20968,-33.0,-15.0,-20.0,-53.0,-28.0,9.0
2020-05-18,2073.0,24,8553.0,75,44815.0,654,629970.0,23766,-31.0,-18.0,-42.0,-50.0,-37.0,14.0
2020-05-19,2129.0,56,8744.0,191,45427.0,612,668911.0,38941,-26.0,-10.0,-27.0,-46.0,-37.0,14.0
2020-05-20,2173.0,44,8934.0,190,45902.0,475,723877.0,54966,-25.0,-12.0,-20.0,-45.0,-37.0,14.0
2020-05-21,2222.0,49,9200.0,266,47092.0,1190,765254.0,41377,-26.0,-11.0,-22.0,-44.0,-37.0,14.0
2020-05-22,2268.0,46,9372.0,172,47817.0,725,786045.0,20791,-26.0,-8.0,-16.0,-43.0,-36.0,14.0
2020-05-23,2312.0,44,9567.0,195,48550.0,733,806310.0,20265,-28.0,-9.0,-17.0,-46.0,-22.0,7.0
2020-05-24,2316.0,4,9638.0,71,49095.0,545,820368.0,14058,-30.0,-14.0,-26.0,-53.0,-27.0,8.0
2020-05-25,2331.0,15,9681.0,43,50075.0,980,856489.0,36121,-34.0,-23.0,-40.0,-58.0,-68.0,22.0
2020-05-26,2338.0,7,9740.0,59,50578.0,503,870969.0,14480,-27.0,-12.0,-34.0,-44.0,-35.0,14.0
2020-05-27,2400.0,62,9899.0,159,51053.0,475,880937.0,9968,-24.0,-11.0,-20.0,-43.0,-35.0,13.0
2020-05-28,2446.0,46,10056.0,157,51667.0,614,898331.0,17394,-24.0,-11.0,-25.0,-43.0,-34.0,13.0
2020-05-29,2495.0,49,10243.0,187,52888.0,1221,928742.0,30411,-24.0,-9.0,-20.0,-43.0,-33.0,14.0
2020-05-30,2530.0,35,10375.0,132,53640.0,752,939544.0,10802,-26.0,-10.0,-16.0,-43.0,-15.0,7.0
2020-05-31,2534.0,4,10453.0,78,54510.0,870,965186.0,25642,-26.0,-12.0,-13.0,-47.0,-19.0,7.0
2020-06-01,2543.0,9,10494.0,41,55210.0,700,983570.0,18384,-21.0,-9.0,-24.0,-42.0,-33.0,11.0
2020-06-02,2613.0,70,10678.0,184,55812.0,602,992305.0,8735,-22.0,-8.0,-25.0,-41.0,-33.0,12.0
2020-06-03,2650.0,37,10796.0,118,57021.0,1209,1022149.0,29844,-22.0,-11.0,-30.0,-43.0,-34.0,13.0
2020-06-04,2691.0,41,10923.0,127,58286.0,1265,1046860.0,24711,-24.0,-12.0,-38.0,-43.0,-34.0,14.0
2020-06-05,2745.0,54,11066.0,143,59305.0,1019,1073452.0,26592,-23.0,-10.0,-27.0,-43.0,-33.0,13.0
2020-06-06,2773.0,28,11163.0,97,60549.0,1244,1111427.0,37975,-28.0,-14.0,-48.0,-48.0,-18.0,8.0
2020-06-07,2786.0,13,11215.0,52,61941.0,1392,1152220.0,40793,-27.0,-14.0,-40.0,-49.0,-21.0,8.0
2020-06-08,2798.0,12,11282.0,67,62970.0,1029,1169646.0,17426,-22.0,-12.0,-25.0,-42.0,-32.0,11.0
